Name,Total 3P Made,Total 3P Att,Total 3P%,Cold 3P Made,Cold 3P Att,Cold 3P%,Hot 3P Made,Hot 3P Att,Hot 3P%,Hot/Cold Diff,Hot Shot Makeup
mookie blaylock,24.181818181818183,74.45454545454545,32.47863247863248,22.727272727272727,68.0909090909091,33.37783711615487,1.4545454545454546,6.363636363636363,22.857142857142858,-10.520694259012014,8.547008547008547
omer asik,0,0.14285714285714285,0,0,0.14285714285714285,0,0,0,0,0,-1
rodrick rhodes,0.5,3.5,14.285714285714285,0.5,3.5,14.285714285714285,0,0,0,-14.285714285714285,-1
taj gibson,0.5,4.375,11.428571428571429,0.5,4.375,11.428571428571429,0,0,0,-11.428571428571429,-1
toni kukoc,29.133333333333333,88.4,32.95625942684766,26.266666666666666,79.73333333333333,32.94314381270903,2.8666666666666667,8.666666666666666,33.07692307692308,0.1337792642140485,9.80392156862745
joel przybilla,0,0.23076923076923078,0,0,0.23076923076923078,0,0,0,0,0,-1
vassilis spanoulis,5,29,17.24137931034483,5,29,17.24137931034483,0,0,0,-17.24137931034483,-1
allen crabbe,70.5,171.5,41.10787172011662,62.5,153,40.849673202614376,8,18.5,43.24324324324324,2.393570040628866,10.787172011661808
jarnell stokes,0,0,0,0,0,0,0,0,0,0,0
juan hernangomez,46,113,40.707964601769916,41,101,40.5940594059406,5,12,41.66666666666667,1.0726072607260733,10.619469026548673
billy owens,2.375,8.125,29.230769230769234,2.25,7.875,28.57142857142857,0.125,0.25,50,21.42857142857143,3.076923076923077
brad miller,14.357142857142858,43.57142857142857,32.950819672131146,13.214285714285714,40.92857142857143,32.28621291448516,1.1428571428571428,2.642857142857143,43.24324324324324,10.95703032875808,6.065573770491803
diamond stone,0,0,0,0,0,0,0,0,0,0,0
malcolm thomas,0.25,2.75,9.090909090909092,0.25,2.75,9.090909090909092,0,0,0,-9.090909090909092,-1
michael kidd-gilchrist,1.4,6.8,20.588235294117645,1.4,6.8,20.588235294117645,0,0,0,-20.588235294117645,-1
damir markota,6,16,37.5,5,15,33.33333333333333,1,1,100,66.66666666666667,6.25
oleksiy pecherov,15,51.666666666666664,29.03225806451613,13.666666666666666,46.666666666666664,29.28571428571429,1.3333333333333333,5,26.666666666666668,-2.6190476190476204,9.67741935483871
danny ferry,20.5,48.7,42.09445585215605,20,46.6,42.91845493562232,0.5,2.1,23.809523809523807,-19.108931126098515,4.312114989733059
marcus banks,15.625,47.75,32.72251308900523,13.75,43.375,31.70028818443804,1.875,4.375,42.857142857142854,11.156854672704814,9.162303664921465
joe crawford,1,4,25,1,4,25,0,0,0,-25,-1
gigi datome,12.5,39.5,31.645569620253166,11.5,35,32.857142857142854,1,4.5,22.22222222222222,-10.634920634920633,11.39240506329114
devin booker,123,347,35.44668587896253,110,308.5,35.65640194489465,13,38.5,33.76623376623377,-1.890168178660879,11.095100864553315
dijon thompson,2,6.5,30.76923076923077,1.5,6,25,0.5,0.5,100,75,7.6923076923076925
rajon rondo,21.818181818181817,71.81818181818181,30.37974683544304,20.818181818181817,69.27272727272727,30.05249343832021,1,2.5454545454545454,39.285714285714285,9.233220847394076,3.5443037974683547
eddie basden,1,7,14.285714285714285,1,7,14.285714285714285,0,0,0,-14.285714285714285,-1
steven adams,0,0.75,0,0,0.75,0,0,0,0,0,-1
rondae hollis-jefferson,9.5,40.5,23.456790123456788,9,39,23.076923076923077,0.5,1.5,33.33333333333333,10.256410256410252,3.7037037037037033
willie reed,0.5,2,25,0.5,2,25,0,0,0,-25,-1
tyrone nesby,47.75,151,31.62251655629139,45.75,140.5,32.562277580071175,2,10.5,19.047619047619047,-13.514658532452128,6.95364238410596
keyon dooling,34.30769230769231,98.23076923076923,34.92560689115113,32.53846153846154,91.92307692307692,35.39748953974895,1.7692307692307692,6.3076923076923075,28.048780487804876,-7.348709051944077,6.421299921691465
a.j. guyton,24.333333333333332,64.33333333333333,37.82383419689119,20.666666666666668,55.666666666666664,37.125748502994014,3.6666666666666665,8.666666666666666,42.30769230769231,5.181943804698292,13.471502590673575
ronald dupree,0.8333333333333334,2.1666666666666665,38.46153846153847,0.8333333333333334,2.1666666666666665,38.46153846153847,0,0,0,-38.46153846153847,-1
gabe pruitt,8.5,30,28.333333333333332,8.5,28.5,29.82456140350877,0,1.5,0,-29.82456140350877,5
nikola pekovic,0,0,0,0,0,0,0,0,0,0,0
joel freeland,0,0.6666666666666666,0,0,0.6666666666666666,0,0,0,0,0,-1
jalen rose,39.5,108.4375,36.42651296829971,37,102.0625,36.25229638701776,2.5,6.375,39.21568627450981,2.963389887492049,5.878962536023055
kerry kittles,71,192.66666666666666,36.85121107266436,63.5,172.33333333333334,36.847195357833655,7.5,20.333333333333332,36.885245901639344,0.03805054380568862,10.55363321799308
tayshaun prince,40.642857142857146,110.71428571428571,36.70967741935484,38.857142857142854,105.71428571428571,36.75675675675675,1.7857142857142858,5,35.714285714285715,-1.0424710424710355,4.516129032258065
kentavious caldwell-pope,119.75,358.75,33.379790940766554,106.5,318,33.490566037735846,13.25,40.75,32.515337423312886,-0.97522861442296,11.358885017421603
channing frye,88.9090909090909,228.36363636363637,38.93312101910828,78.81818181818181,199.36363636363637,39.53488372093023,10.090909090909092,29,34.79623824451411,-4.738645476416124,12.69904458598726
kevin jones,0,0,0,0,0,0,0,0,0,0,0
benoit benjamin,0,0,0,0,0,0,0,0,0,0,0
darius miles,3.142857142857143,18.714285714285715,16.79389312977099,3.142857142857143,18.428571428571427,17.05426356589147,0,0.2857142857142857,0,-17.05426356589147,1.5267175572519083
alec burks,30.166666666666668,83.83333333333333,35.98409542743539,29.5,80.16666666666667,36.79833679833679,0.6666666666666666,3.6666666666666665,18.181818181818183,-18.616518616518608,4.3737574552683895
josh selby,1.5,10.5,14.285714285714285,1.5,10,15,0,0.5,0,-15,4.761904761904762
jarell martin,4.5,13.5,33.33333333333333,4.5,13.5,33.33333333333333,0,0,0,-33.33333333333333,-1
john celestand,2,9,22.22222222222222,2,9,22.22222222222222,0,0,0,-22.22222222222222,-1
malik hairston,1,6,16.666666666666664,1,6,16.666666666666664,0,0,0,-16.666666666666664,-1
kendall marshall,32,86.5,36.99421965317919,30.5,82,37.19512195121951,1.5,4.5,33.33333333333333,-3.8617886178861838,5.202312138728324
jake layman,13,51,25.49019607843137,11,47,23.404255319148938,2,4,50,26.595744680851062,7.8431372549019605
pape sow,0,0,0,0,0,0,0,0,0,0,0
doug edwards,0,0,0,0,0,0,0,0,0,0,0
pero antic,54,172,31.3953488372093,52,161.5,32.19814241486068,2,10.5,19.047619047619047,-13.150523367241636,6.104651162790697
shawn long,7,19,36.84210526315789,7,19,36.84210526315789,0,0,0,-36.84210526315789,-1
cuttino mobley,98.63636363636364,260.6363636363636,37.844436693407744,89,234.0909090909091,38.019417475728154,9.636363636363637,26.545454545454547,36.3013698630137,-1.7180476127144573,10.184862225322638
kevin johnson,0.125,0.125,100,0.125,0.125,100,0,0,0,-100,-1
ryan reid,0,0,0,0,0,0,0,0,0,0,0
dragan bender,28,101,27.722772277227726,27,98,27.55102040816326,1,3,33.33333333333333,5.782312925170068,2.9702970297029703
cedric ceballos,8.555555555555555,26.11111111111111,32.76595744680851,7.777777777777778,24.444444444444443,31.818181818181817,0.7777777777777778,1.6666666666666667,46.666666666666664,14.848484848484848,6.382978723404256
bobby simmons,37.8,95.5,39.58115183246073,34.3,86.2,39.79118329466357,3.5,9.3,37.634408602150536,-2.156774692513032,9.738219895287958
ronnie grandison,0,0,0,0,0,0,0,0,0,0,0
nemanja bjelica,52,151,34.437086092715234,48,142,33.80281690140845,4,9,44.44444444444444,10.641627543035995,5.960264900662252
terry cummings,0.16666666666666666,0.16666666666666666,100,0.16666666666666666,0.16666666666666666,100,0,0,0,-100,-1
nate robinson,73.72727272727273,205,35.964523281596456,63.90909090909091,176.8181818181818,36.1439588688946,9.818181818181818,28.181818181818183,34.83870967741935,-1.305249191475248,13.747228381374724
willy hernangomez,4,15,26.666666666666668,4,15,26.666666666666668,0,0,0,-26.666666666666668,-1
tim duncan,1.6666666666666667,8.777777777777779,18.987341772151897,1.6666666666666667,8.666666666666666,19.230769230769234,0,0.1111111111111111,0,-19.230769230769234,1.2658227848101264
keith bogans,64.9090909090909,183.63636363636363,35.34653465346535,60.45454545454545,169.63636363636363,35.637727759914256,4.454545454545454,14,31.818181818181817,-3.8195459417324393,7.623762376237623
alex garcia,2.5,9,27.77777777777778,2,8.5,23.52941176470588,0.5,0.5,100,76.47058823529412,5.555555555555555
rudy gay,72,208.72727272727272,34.494773519163765,68.54545454545455,198.27272727272728,34.57129756992205,3.4545454545454546,10.454545454545455,33.04347826086956,-1.5278193090524894,5.008710801393729
gary forbes,24,70.5,34.04255319148936,22.5,66,34.090909090909086,1.5,4.5,33.33333333333333,-0.7575757575757578,6.382978723404255
klay thompson,221.33333333333334,528.5,41.879533270261746,184.16666666666666,444.8333333333333,41.40127388535032,37.166666666666664,83.66666666666667,44.4223107569721,3.0210368716217815,15.830968148848946
darrun hilliard,15.5,48,32.29166666666667,13.5,42.5,31.76470588235294,2,5.5,36.36363636363637,4.598930481283428,11.458333333333332
raul neto,37,96.5,38.34196891191709,36,91.5,39.34426229508197,1,5,20,-19.34426229508197,5.181347150259067
cal bowdler,0.6666666666666666,3.6666666666666665,18.181818181818183,0.6666666666666666,3.6666666666666665,18.181818181818183,0,0,0,-18.181818181818183,-1
jumaine jones,53.125,152.25,34.893267651888344,47,135.875,34.590616375344986,6.125,16.375,37.404580152671755,2.8139637773267694,10.755336617405582
michael stewart,0,0,0,0,0,0,0,0,0,0,0
vladimir radmanovic,80.91666666666667,213.91666666666666,37.826256330346716,72.08333333333333,191.83333333333334,37.57602085143353,8.833333333333334,22.083333333333332,40,2.423979148566467,10.323334631865992
david stockton,1,2,50,1,2,50,0,0,0,-50,-1
chris morris,2,7,28.57142857142857,2,6.625,30.18867924528302,0,0.375,0,-30.18867924528302,5.357142857142857
john crotty,7.818181818181818,18.636363636363637,41.951219512195124,7.545454545454546,17.727272727272727,42.56410256410257,0.2727272727272727,0.9090909090909091,30,-12.56410256410257,4.878048780487805
luke jackson,8,22.25,35.95505617977528,7.25,20.5,35.36585365853659,0.75,1.75,42.857142857142854,7.4912891986062675,7.865168539325842
rodney carney,40,118.2,33.840947546531304,36.4,107,34.018691588785046,3.6,11.2,32.142857142857146,-1.8758344459279002,9.475465313028764
demarre carroll,49.875,138.125,36.10859728506787,45.25,125,36.199999999999996,4.625,13.125,35.23809523809524,-0.9619047619047549,9.502262443438914
brandon davies,5,22,22.727272727272727,5,21.5,23.25581395348837,0,0.5,0,-23.25581395348837,2.272727272727273
glenn robinson,38.54545454545455,111.63636363636364,34.527687296416936,36.27272727272727,104.72727272727273,34.635416666666664,2.272727272727273,6.909090909090909,32.89473684210527,-1.740679824561397,6.188925081433225
adam harrington,5,14,35.714285714285715,5,12,41.66666666666667,0,2,0,-41.66666666666667,14.285714285714285
dante cunningham,16,49.125,32.56997455470738,15.125,46.625,32.43967828418231,0.875,2.5,35,2.560321715817693,5.089058524173027
gary harris,77.66666666666667,218.33333333333334,35.57251908396947,72.33333333333333,203,35.632183908045974,5.333333333333333,15.333333333333334,34.78260869565217,-0.8495752123938018,7.022900763358779
jason collier,1.4,4,35,1.2,3.6,33.33333333333333,0.2,0.4,50,16.66666666666667,10
marcus williams,31.5,98,32.142857142857146,30,91,32.967032967032964,1.5,7,21.428571428571427,-11.538461538461537,7.142857142857142
andrew declercq,0,0,0,0,0,0,0,0,0,0,0
wesley person,39.57142857142857,93.85714285714286,42.16133942161339,35.785714285714285,84.42857142857143,42.38578680203046,3.7857142857142856,9.428571428571429,40.15151515151515,-2.2342716505153106,10.045662100456621
loren woods,0.16666666666666666,1.1666666666666667,14.285714285714285,0.16666666666666666,1.1666666666666667,14.285714285714285,0,0,0,-14.285714285714285,-1
paul shirley,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,-1
luis scola,9.2,27.1,33.94833948339483,8.6,25.7,33.46303501945525,0.6,1.4,42.85714285714286,9.394107837687613,5.1660516605166045
skal labissiere,3,8,37.5,3,8,37.5,0,0,0,-37.5,-1
charles shackleford,0,0,0,0,0,0,0,0,0,0,0
kedrick brown,11.5,42,27.380952380952383,11.25,40,28.125,0.25,2,12.5,-15.625,4.761904761904762
alonzo gee,23.25,71.5,32.51748251748251,22.25,66.875,33.271028037383175,1,4.625,21.62162162162162,-11.649406415761554,6.468531468531468
boban marjanovic,0,0,0,0,0,0,0,0,0,0,0
jeff mcinnis,29.3,90.3,32.44739756367663,28.1,86.8,32.373271889400925,1.2,3.5,34.285714285714285,1.9124423963133594,3.875968992248062
ronny turiaf,0,0.7,0,0,0.7,0,0,0,0,0,-1
steve goodrich,0.5,1.5,33.33333333333333,0.5,1.5,33.33333333333333,0,0,0,-33.33333333333333,-1
ersan ilyasova,74,202,36.633663366336634,68.55555555555556,186.66666666666666,36.72619047619048,5.444444444444445,15.333333333333334,35.507246376811594,-1.2189440993788878,7.590759075907591
al horford,19.5,56.3,34.63587921847247,18.4,53.1,34.65160075329566,1.1,3.2,34.375,-0.2766007532956607,5.683836589698047
erick dampier,0.07142857142857142,0.9285714285714286,7.692307692307692,0.07142857142857142,0.9285714285714286,7.692307692307692,0,0,0,-7.692307692307692,-1
sam mack,28.75,77.75,36.97749196141479,24.75,67.25,36.80297397769517,4,10.5,38.095238095238095,1.2922641175429277,13.504823151125404
al thornton,19.5,66.5,29.32330827067669,18.75,64,29.296875,0.75,2.5,30,0.703125,3.7593984962406015
deandre liggins,6,17.25,34.78260869565217,6,16.5,36.36363636363637,0,0.75,0,-36.36363636363637,4.3478260869565215
tibor pleiss,0,2,0,0,2,0,0,0,0,0,-1
chris king,0,0,0,0,0,0,0,0,0,0,0
sebastian telfair,36.1,113.3,31.86231244483672,33.6,103.2,32.55813953488372,2.5,10.1,24.752475247524753,-7.805664287358969,8.914386584289497
jamaal franklin,3,6.5,46.15384615384615,3,6.5,46.15384615384615,0,0,0,-46.15384615384615,-1
nik stauskas,95.33333333333333,277.6666666666667,34.333733493397354,89,254.66666666666666,34.94764397905759,6.333333333333333,23,27.536231884057973,-7.411412094999616,8.28331332533013
dino radja,0,0,0,0,0,0,0,0,0,0,0
jeff malone,0,0,0,0,0,0,0,0,0,0,0
daniel gibson,82.57142857142857,202.71428571428572,40.73291050035236,74.71428571428571,182,41.05180533751962,7.857142857142857,20.714285714285715,37.93103448275862,-3.1207708547609982,10.218463706835799
larry owens,4,9,44.44444444444444,4,8.5,47.05882352941176,0,0.5,0,-47.05882352941176,5.555555555555555
tony farmer,8,44,18.181818181818183,7,42,16.666666666666664,1,2,50,33.333333333333336,4.545454545454546
quentin richardson,89.76923076923077,252.92307692307693,35.49270072992701,78.07692307692308,222.23076923076923,35.13326410522672,11.692307692307692,30.692307692307693,38.095238095238095,2.961973990011373,12.135036496350365
garrett temple,37,107,34.57943925233645,34.714285714285715,100.85714285714286,34.41926345609065,2.2857142857142856,6.142857142857143,37.20930232558139,2.7900388694907434,5.740987983978639
brad lohaus,0,0,0,0,0,0,0,0,0,0,0
robert covington,119.5,337.75,35.38119911176906,104,295.75,35.16483516483517,15.5,42,36.904761904761905,1.7399267399267373,12.435233160621761
damon stoudamire,83.6,232.7,35.92608508809626,73.8,206.8,35.68665377176015,9.8,25.9,37.83783783783784,2.1511840660776897,11.130210571551354
darko milicic,0,0.6,0,0,0.6,0,0,0,0,0,-1
john henson,0,1.2,0,0,1.2,0,0,0,0,0,-1
yogi ferrell,68,176,38.63636363636363,63,159,39.62264150943396,5,17,29.411764705882355,-10.210876803551606,9.659090909090908
chris mihm,0.375,1.625,23.076923076923077,0.375,1.625,23.076923076923077,0,0,0,-23.076923076923077,-1
thaddeus young,29.8,91,32.747252747252745,28.2,85.2,33.098591549295776,1.6,5.8,27.586206896551722,-5.512384652744053,6.373626373626373
solomon hill,48.25,143.75,33.565217391304344,45,136,33.088235294117645,3.25,7.75,41.935483870967744,8.847248576850099,5.391304347826087
devyn marble,6,27,22.22222222222222,5.5,24.5,22.448979591836736,0.5,2.5,20,-2.4489795918367356,9.25925925925926
quincy douby,22.666666666666668,72.66666666666667,31.19266055045872,20.666666666666668,67.66666666666667,30.541871921182267,2,5,40,9.458128078817733,6.880733944954128
lance allred,0,0,0,0,0,0,0,0,0,0,0
darrell arthur,19.125,54.375,35.172413793103445,17.625,51,34.55882352941176,1.5,3.375,44.44444444444444,9.885620915032682,6.206896551724138
nicolas batum,113.88888888888889,319.44444444444446,35.65217391304348,103.44444444444444,289.3333333333333,35.752688172043015,10.444444444444445,30.11111111111111,34.686346863468636,-1.0663413085743798,9.426086956521738
orlando johnson,15.666666666666666,50.333333333333336,31.125827814569533,14.333333333333334,47.333333333333336,30.28169014084507,1.3333333333333333,3,44.44444444444444,14.162754303599375,5.960264900662252
duane ferrell,0,0,0,0,0,0,0,0,0,0,0
howard eisley,28.333333333333332,79,35.86497890295359,25.8,72.06666666666666,35.800185013876046,2.533333333333333,6.933333333333334,36.53846153846153,0.738276524585487,8.776371308016879
fred hoiberg,34.55555555555556,86.88888888888889,39.769820971867006,32.44444444444444,81,40.05486968449931,2.111111111111111,5.888888888888889,35.84905660377358,-4.205813080725726,6.7774936061381075
peter aluma,0,0,0,0,0,0,0,0,0,0,0
devean george,38.81818181818182,113.27272727272727,34.26966292134832,35.90909090909091,104.45454545454545,34.37771975630983,2.909090909090909,8.818181818181818,32.98969072164948,-1.3880290346603488,7.784911717495987
troy bell,0,4,0,0,4,0,0,0,0,0,-1
dj strawberry,6,25,24,6,24,25,0,1,0,-25,4
carrick felix,2,5,40,2,5,40,0,0,0,-40,-1
arvydas sabonis,4.5,16,28.125,4.5,16,28.125,0,0,0,-28.125,-1
clifford robinson,45.875,126.4375,36.28274839347504,42.875,116.875,36.68449197860962,3,9.5625,31.372549019607842,-5.3119429590017795,7.563025210084033
jonas valanciunas,0.2,0.8,25,0.2,0.8,25,0,0,0,-25,-1
kirk haston,0,3,0,0,3,0,0,0,0,0,-1
nikoloz tskitishvili,10.75,45.75,23.497267759562842,10.5,44,23.863636363636363,0.25,1.75,14.285714285714285,-9.577922077922079,3.825136612021858
shayne whittington,0.5,4,12.5,0.5,4,12.5,0,0,0,-12.5,-1
thurl bailey,0,2,0,0,2,0,0,0,0,0,-1
terrance roberson,0,1,0,0,1,0,0,0,0,0,-1
james thomas,0,0,0,0,0,0,0,0,0,0,0
marcus cousin,3,18,16.666666666666664,3,18,16.666666666666664,0,0,0,-16.666666666666664,-1
ivica zubac,0,3,0,0,3,0,0,0,0,0,-1
charles barkley,5,25.5,19.607843137254903,5,24.5,20.408163265306122,0,1,0,-20.408163265306122,3.9215686274509802
shawn kemp,0.5833333333333334,2,29.166666666666668,0.5,1.9166666666666667,26.08695652173913,0.08333333333333333,0.08333333333333333,100,73.91304347826087,4.166666666666666
derrick brown,4.333333333333333,13.666666666666666,31.70731707317073,4.333333333333333,12.666666666666666,34.21052631578947,0,1,0,-34.21052631578947,7.3170731707317085
phil pressey,16,63,25.396825396825395,15.333333333333334,60.666666666666664,25.27472527472528,0.6666666666666666,2.3333333333333335,28.57142857142857,3.2967032967032885,3.703703703703704
samaki walker,0.125,0.875,14.285714285714285,0.125,0.875,14.285714285714285,0,0,0,-14.285714285714285,-1
pau gasol,8.125,22.0625,36.827195467422094,7.6875,21.0625,36.49851632047478,0.4375,1,43.75,7.251483679525222,4.53257790368272
iman shumpert,63.166666666666664,185.83333333333334,33.99103139013452,57.333333333333336,170.5,33.62658846529815,5.833333333333333,15.333333333333334,38.04347826086956,4.416889795571414,8.251121076233185
isaiah whitehead,44,149,29.53020134228188,41,145,28.27586206896552,3,4,75,46.72413793103448,2.684563758389262
terry mills,11.11111111111111,29.22222222222222,38.02281368821293,9.777777777777779,25.444444444444443,38.42794759825328,1.3333333333333333,3.7777777777777777,35.29411764705882,-3.133829951194464,12.927756653992395
avery bradley,74.28571428571429,203,36.59394792399719,67.57142857142857,182.57142857142858,37.010954616588414,6.714285714285714,20.428571428571427,32.86713286713287,-4.143821749455547,10.063335679099225
zach randolph,9.25,36.375,25.42955326460481,9.125,35.625,25.6140350877193,0.125,0.75,16.666666666666664,-8.947368421052637,2.0618556701030926
derek anderson,62.8,180.7,34.753735473159935,58,167,34.73053892215569,4.8,13.7,35.03649635036496,0.3059574282092754,7.581627006087438
earl watson,38.61538461538461,119.3076923076923,32.366215344938745,36,111.76923076923077,32.20922229869236,2.6153846153846154,7.538461538461538,34.69387755102041,2.4846552523280465,6.3185041908446165
bismack biyombo,0,0.16666666666666666,0,0,0.16666666666666666,0,0,0,0,0,-1
marquese chriss,72,224,32.142857142857146,66,206,32.038834951456316,6,18,33.33333333333333,1.2944983818770126,8.035714285714286
boris diaw,33.92857142857143,100.92857142857143,33.61641896673744,32.57142857142857,97.28571428571429,33.48017621145374,1.3571428571428572,3.642857142857143,37.254901960784316,3.774725749330578,3.6093418259023355
josh davis,5.75,17.5,32.857142857142854,5,16,31.25,0.75,1.5,50,18.75,8.571428571428571
elfrid payton,27,93.33333333333333,28.92857142857143,25.666666666666668,90.66666666666667,28.308823529411764,1.3333333333333333,2.6666666666666665,50,21.691176470588236,2.857142857142857
andrew gaze,5,16,31.25,4,12,33.33333333333333,1,4,25,-8.333333333333329,25
derrick favors,0.5714285714285714,3.7142857142857144,15.384615384615383,0.5714285714285714,3.7142857142857144,15.384615384615383,0,0,0,-15.384615384615383,-1
nikola mirotic,121,345.3333333333333,35.03861003861004,106,300,35.333333333333336,15,45.333333333333336,33.088235294117645,-2.2450980392156907,13.12741312741313
karl malone,1.3333333333333333,4.5,29.629629629629626,1.3333333333333333,4.5,29.629629629629626,0,0,0,-29.629629629629626,-1
damjan rudez,35.333333333333336,94.66666666666667,37.32394366197183,31.333333333333332,85.33333333333333,36.71875,4,9.333333333333334,42.857142857142854,6.138392857142854,9.859154929577466
tony bobbitt,1,2,50,1,2,50,0,0,0,-50,-1
andre drummond,1,3.8,26.31578947368421,1,3.8,26.31578947368421,0,0,0,-26.31578947368421,-1
james nunnally,8,25,32,7,23,30.434782608695656,1,2,50,19.565217391304344,8
greg minor,1.3333333333333333,4.666666666666667,28.57142857142857,1.1666666666666667,4.333333333333333,26.923076923076927,0.16666666666666666,0.3333333333333333,50,23.076923076923073,7.142857142857142
malik rose,1.1818181818181819,6.7272727272727275,17.56756756756757,1.1818181818181819,6.7272727272727275,17.56756756756757,0,0,0,-17.56756756756757,-1
wally szczerbiak,59,145.3,40.605643496214725,54.7,135.5,40.369003690036905,4.3,9.8,43.877551020408156,3.5085473303712504,6.744666207845835
derrick zimmerman,0,0,0,0,0,0,0,0,0,0,0
mike scott,38.8,115.6,33.56401384083045,37,105.6,35.03787878787879,1.8,10,18,-17.03787878787879,8.650519031141869
lorenzo brown,3.3333333333333335,22,15.151515151515152,3.3333333333333335,21.666666666666668,15.384615384615385,0,0.3333333333333333,0,-15.384615384615385,1.515151515151515
jaylen brown,46,135,34.074074074074076,44,125,35.199999999999996,2,10,20,-15.199999999999996,7.4074074074074066
david wingate,0,0,0,0,0,0,0,0,0,0,0
kevin martin,95.08333333333333,247.41666666666666,38.43044796227686,87.75,227.41666666666666,38.58556247709784,7.333333333333333,20,36.666666666666664,-1.9188958104311737,8.083529808016166
bradley beal,132.6,332.2,39.9157134256472,118.4,294,40.27210884353742,14.2,38.2,37.17277486910994,-3.0993339744274735,11.499096929560507
russ smith,1.5,8,18.75,1.5,7,21.428571428571427,0,1,0,-21.428571428571427,12.5
jeremy richardson,5,13,38.46153846153847,4.333333333333333,11.333333333333334,38.23529411764706,0.6666666666666666,1.6666666666666667,40,1.764705882352942,12.820512820512823
henry walker,38,103,36.89320388349515,33,89.8,36.74832962138085,5,13.2,37.878787878787875,1.130458257407028,12.815533980582524
kyrie irving,120.5,314.5,38.3147853736089,104.66666666666667,271.6666666666667,38.52760736196319,15.833333333333334,42.833333333333336,36.964980544747085,-1.5626268172161062,13.619501854795974
leon powe,0,1,0,0,1,0,0,0,0,0,-1
brook lopez,15.222222222222221,46.44444444444444,32.77511961722488,12.777777777777779,39.44444444444444,32.3943661971831,2.4444444444444446,7,34.920634920634924,2.526268723451821,15.07177033492823
d.j. augustin,88.44444444444444,238.44444444444446,37.09226467847157,80.11111111111111,216.44444444444446,37.01232032854209,8.333333333333334,22,37.87878787878788,0.8664675502457939,9.226467847157501
jorge gutierrez,1,5.666666666666667,17.64705882352941,0.6666666666666666,5,13.333333333333334,0.3333333333333333,0.6666666666666666,50,36.666666666666664,11.76470588235294
antawn jamison,72.6875,210.3125,34.56166419019316,67.6875,194.8125,34.74494706448508,5,15.5,32.25806451612903,-2.48688254835605,7.36998514115899
gerald brown,3,10,30,3,10,30,0,0,0,-30,-1
quinn cook,11,26,42.30769230769231,9,24,37.5,2,2,100,62.5,7.6923076923076925
corey beck,1,1,100,1,1,100,0,0,0,-100,-1
thomas hamilton,0,0,0,0,0,0,0,0,0,0,0
yakhouba diawara,30.5,101.25,30.12345679012346,27.75,92.25,30.081300813008134,2.75,9,30.555555555555557,0.47425474254742284,8.88888888888889
ian mahinmi,0,0.6666666666666666,0,0,0.6666666666666666,0,0,0,0,0,-1
lance stephenson,29.428571428571427,95.71428571428571,30.74626865671642,28.142857142857142,91.14285714285714,30.877742946708466,1.2857142857142858,4.571428571428571,28.125000000000007,-2.7527429467084588,4.776119402985075
amal mccaskill,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,-1
tony allen,9.307692307692308,33.23076923076923,28.009259259259263,9.153846153846153,32.76923076923077,27.93427230046948,0.15384615384615385,0.46153846153846156,33.33333333333333,5.399061032863848,1.3888888888888888
terry porter,29.4,69.5,42.30215827338129,26.7,63,42.38095238095238,2.7,6.5,41.53846153846154,-0.8424908424908395,9.352517985611511
demarco johnson,0,0,0,0,0,0,0,0,0,0,0
carl landry,1,3.3333333333333335,30,0.8888888888888888,3.2222222222222223,27.586206896551722,0.1111111111111111,0.1111111111111111,100,72.41379310344828,3.3333333333333335
jamario moon,35.4,107.6,32.899628252788105,34,102.8,33.07392996108949,1.4,4.8,29.166666666666668,-3.9072632944228225,4.4609665427509295
cliff alexander,0,0,0,0,0,0,0,0,0,0,0
luc longley,0,0,0,0,0,0,0,0,0,0,0
anthony roberson,17.333333333333332,48.666666666666664,35.61643835616438,15,40,37.5,2.3333333333333335,8.666666666666666,26.923076923076927,-10.576923076923073,17.80821917808219
felipe lopez,12,36.75,32.6530612244898,11.5,35.5,32.3943661971831,0.5,1.25,40,7.605633802816897,3.4013605442176873
mateen cleaves,2,7.5,26.666666666666668,2,7.333333333333333,27.272727272727277,0,0.16666666666666666,0,-27.272727272727277,2.222222222222222
tyler zeller,0,1.2,0,0,1.2,0,0,0,0,0,-1
dean garrett,0,0,0,0,0,0,0,0,0,0,0
luke babbitt,47.714285714285715,117.57142857142857,40.58323207776428,42.285714285714285,105.14285714285714,40.21739130434783,5.428571428571429,12.428571428571429,43.67816091954023,3.4607696151924046,10.571081409477522
rasho nesterovic,0.08333333333333333,1.0833333333333333,7.6923076923076925,0.08333333333333333,1.0833333333333333,7.6923076923076925,0,0,0,-7.6923076923076925,-1
brian shaw,12.7,39,32.56410256410256,12.1,36.4,33.24175824175824,0.6,2.6,23.076923076923077,-10.164835164835164,6.666666666666667
eldridge recasner,7.6,20.8,36.53846153846153,6.6,19,34.73684210526316,1,1.8,55.55555555555556,20.8187134502924,8.653846153846153
stanley johnson,54,179.5,30.08356545961003,52,169,30.76923076923077,2,10.5,19.047619047619047,-11.721611721611723,5.8495821727019495
vern fleming,0,0,0,0,0,0,0,0,0,0,0
