Name,Total 3P Made,Total 3P Att,Total 3P%,Cold 3P Made,Cold 3P Att,Cold 3P%,Hot 3P Made,Hot 3P Att,Hot 3P%,Hot/Cold Diff,Hot Shot Makeup
michael hawkins,2.6666666666666665,9.333333333333334,28.57142857142857,2.6666666666666665,9.333333333333334,28.57142857142857,0,0,0,-28.57142857142857,-1
clar. weatherspoon,0,0.07692307692307693,0,0,0.07692307692307693,0,0,0,0,0,-1
matt maloney,29.75,86.5,34.39306358381503,28.75,83,34.63855421686747,1,3.5,28.57142857142857,-6.0671256454388995,4.046242774566474
alex stepheson,0,0,0,0,0,0,0,0,0,0,0
henry ellenson,10,35,28.57142857142857,8,32,25,2,3,66.66666666666666,41.66666666666666,8.571428571428571
jake voskuhl,0.1111111111111111,0.3333333333333333,33.33333333333333,0.1111111111111111,0.3333333333333333,33.33333333333333,0,0,0,-33.33333333333333,-1
predrag savovic,4,26,15.384615384615385,4,25,16,0,1,0,-16,3.8461538461538463
david benoit,0.625,1.625,38.46153846153847,0.625,1.625,38.46153846153847,0,0,0,-38.46153846153847,-1
charlie bell,62.57142857142857,173.28571428571428,36.108821104699096,56.285714285714285,158.71428571428572,35.46354635463546,6.285714285714286,14.571428571428571,43.13725490196079,7.673708547325326,8.408903544929926
ratko varda,0,0,0,0,0,0,0,0,0,0,0
kyle weaver,14,39.666666666666664,35.294117647058826,13.666666666666666,38,35.96491228070175,0.3333333333333333,1.6666666666666667,20,-15.964912280701753,4.201680672268908
tariq abdul-wahad,2.8,11.4,24.561403508771928,2.8,11.2,25,0,0.2,0,-25,1.7543859649122806
eduardo najera,9.166666666666666,29.5,31.073446327683612,8.666666666666666,27.75,31.231231231231227,0.5,1.75,28.57142857142857,-2.659802659802658,5.932203389830509
mehmet okur,59.6,159,37.48427672955975,55,148,37.16216216216216,4.6,11,41.81818181818181,4.656019656019652,6.918238993710692
danny granger,100.6,264.4,38.04841149773071,91.2,240,38,9.4,24.4,38.52459016393443,0.5245901639344268,9.228441754916792
rik smits,0,0.42857142857142855,0,0,0.42857142857142855,0,0,0,0,0,-1
james posey,86.25,247.25,34.883720930232556,78.25,222.66666666666666,35.14221556886228,8,24.583333333333332,32.54237288135594,-2.5998426875063387,9.942703067071115
keith benson,0,0,0,0,0,0,0,0,0,0,0
adonis thomas,1,5,20,1,4,25,0,1,0,-25,20
scott brooks,0,0,0,0,0,0,0,0,0,0,0
mo williams,84.15384615384616,222.3846153846154,37.84157730888966,76.84615384615384,200.46153846153845,38.33461243284727,7.3076923076923075,21.923076923076923,33.33333333333333,-5.001279099513944,9.858180560359738
ryan hollins,0,0.1,0,0,0.1,0,0,0,0,0,-1
gary payton,49,153.35714285714286,31.951560316721007,46.142857142857146,143.78571428571428,32.09140586189767,2.857142857142857,9.571428571428571,29.85074626865672,-2.2406595932409488,6.24126688402422
jamaal tinsley,36.09090909090909,120.54545454545455,29.939668174962293,34.54545454545455,114,30.303030303030305,1.5454545454545454,6.545454545454546,23.611111111111107,-6.691919191919197,5.429864253393665
erik daniels,1,2,50,1,2,50,0,0,0,-50,-1
scott skiles,0,0,0,0,0,0,0,0,0,0,0
jon leuer,20.666666666666668,61.166666666666664,33.7874659400545,19.833333333333332,58.5,33.903133903133906,0.8333333333333334,2.6666666666666665,31.250000000000007,-2.6531339031338987,4.35967302452316
salah mejri,0.5,2,25,0.5,2,25,0,0,0,-25,-1
bryant reeves,0.3333333333333333,3,11.11111111111111,0.3333333333333333,3,11.11111111111111,0,0,0,-11.11111111111111,-1
michael doleac,0.1,0.8,12.5,0.1,0.8,12.5,0,0,0,-12.5,-1
shandon anderson,34.5,111.625,30.90705487122061,32.75,107,30.60747663551402,1.75,4.625,37.83783783783784,7.23036120232382,4.143337066069429
dwayne jones,0,0.2,0,0,0.2,0,0,0,0,0,-1
enes kanter,5.333333333333333,17.833333333333332,29.906542056074763,5.333333333333333,17.333333333333332,30.76923076923077,0,0.5,0,-30.76923076923077,2.8037383177570097
tyshawn taylor,4.5,12.5,36,4.5,12.5,36,0,0,0,-36,-1
derrick mckey,1.9,5.6,33.92857142857143,1.9,5.6,33.92857142857143,0,0,0,-33.92857142857143,-1
derrick alston,0,0,0,0,0,0,0,0,0,0,0
brandon williams,0,0.5,0,0,0.5,0,0,0,0,0,-1
raymond felton,68.66666666666667,210.16666666666666,32.672482157018244,64.16666666666667,196.66666666666666,32.6271186440678,4.5,13.5,33.33333333333333,0.7062146892655292,6.423473433782713
david wood,0,0,0,0,0,0,0,0,0,0,0
dikembe mutombo,0,0,0,0,0,0,0,0,0,0,0
kyle korver,146.35714285714286,339.57142857142856,43.10054690786706,129.35714285714286,300.2142857142857,43.088270283131095,17,39.357142857142854,43.19419237749547,0.10592209436437372,11.590239798064788
steven hunter,0,0.125,0,0,0.125,0,0,0,0,0,-1
mario bennett,0,0,0,0,0,0,0,0,0,0,0
randell jackson,1,7,14.285714285714285,1,7,14.285714285714285,0,0,0,-14.285714285714285,-1
rick brunson,9.75,26.875,36.27906976744186,8.875,25.5,34.80392156862745,0.875,1.375,63.63636363636363,28.83244206773618,5.116279069767442
michael redd,87.08333333333333,229.25,37.98618684114867,77.91666666666667,202.75,38.42992190711057,9.166666666666666,26.5,34.59119496855346,-3.838726938557109,11.559432933478735
brandin knight,0,0,0,0,0,0,0,0,0,0,0
john starks,23,71.7,32.07810320781032,21.8,67.2,32.44047619047619,1.2,4.5,26.666666666666668,-5.773809523809522,6.2761506276150625
ike diogu,0.16666666666666666,0.3333333333333333,50,0.16666666666666666,0.3333333333333333,50,0,0,0,-50,-1
mike hall,0,0,0,0,0,0,0,0,0,0,0
jordan hill,0.375,2.75,13.636363636363635,0.375,2.75,13.636363636363635,0,0,0,-13.636363636363635,-1
dontonio wingfield,0,0,0,0,0,0,0,0,0,0,0
terrel harris,4,23.5,17.02127659574468,4,22.5,17.77777777777778,0,1,0,-17.77777777777778,4.25531914893617
ike fontaine,1,5,20,1,5,20,0,0,0,-20,-1
hamady ndiaye,0,0,0,0,0,0,0,0,0,0,0
josh richardson,64,171,37.42690058479532,58,159,36.477987421383645,6,12,50,13.522012578616355,7.017543859649122
bobby jackson,60.72727272727273,169.63636363636363,35.79849946409432,54,153.36363636363637,35.21043272080616,6.7272727272727275,16.272727272727273,41.340782122905026,6.130349402098865,9.592711682743838
joseph forte,0,3,0,0,3,0,0,0,0,0,-1
cj miles,84,232.91666666666666,36.06440071556351,72.16666666666667,202.58333333333334,35.623200329082685,11.833333333333334,30.333333333333332,39.010989010989015,3.387788681906329,13.023255813953488
corey brewer,45.8,161.9,28.28906732550957,42.6,150.8,28.249336870026525,3.2,11.1,28.82882882882883,0.5794919588023042,6.856084002470661
miroslav raduljica,0,0,0,0,0,0,0,0,0,0,0
jermaine o'neal,0.875,5.75,15.217391304347828,0.875,5.6875,15.384615384615385,0,0.0625,0,-15.384615384615385,1.0869565217391304
bobby phills,16.333333333333332,43.833333333333336,37.262357414448665,15.166666666666666,40.5,37.44855967078189,1.1666666666666667,3.3333333333333335,35,-2.44855967078189,7.604562737642586
david vaughn,0,0,0,0,0,0,0,0,0,0,0
travis hansen,9,30,30,8,28,28.57142857142857,1,2,50,21.42857142857143,6.666666666666667
jason maxiell,0,0.5,0,0,0.5,0,0,0,0,0,-1
shane heal,4,18,22.22222222222222,4,16,25,0,2,0,-25,11.11111111111111
tarence kinsey,7.666666666666667,23.666666666666668,32.3943661971831,7.333333333333333,22.666666666666668,32.35294117647059,0.3333333333333333,1,33.33333333333333,0.9803921568627416,4.225352112676056
stephane lasme,0,0,0,0,0,0,0,0,0,0,0
serge ibaka,38.25,103.625,36.91194209891435,36.375,97.875,37.16475095785441,1.875,5.75,32.608695652173914,-4.556055305680495,5.548854041013269
jerami grant,42.333333333333336,139.33333333333334,30.38277511961722,41.666666666666664,137,30.41362530413625,0.6666666666666666,2.3333333333333335,28.57142857142857,-1.8421967327076807,1.674641148325359
damian jones,0,0,0,0,0,0,0,0,0,0,0
chris dudley,0,0.2222222222222222,0,0,0.2222222222222222,0,0,0,0,0,-1
mark pope,1.8,10.6,16.9811320754717,1.8,10.4,17.307692307692307,0,0.2,0,-17.307692307692307,1.886792452830189
j.r. bremer,60,180,33.33333333333333,52.5,158.5,33.12302839116719,7.5,21.5,34.883720930232556,1.7606925390653672,11.944444444444445
anthony morrow,89.66666666666667,215.22222222222223,41.66236448115643,81.77777777777777,195.22222222222223,41.88958451906659,7.888888888888889,20,39.44444444444445,-2.445140074622138,9.292720702116675
kobe bryant,94.5,288.3333333333333,32.77456647398844,79.77777777777777,243.05555555555554,32.822857142857146,14.722222222222221,45.27777777777778,32.51533742331288,-0.30751971954426693,15.703275529865127
nick anderson,25.1,76.1,32.98291721419186,22.5,66.2,33.987915407854985,2.6,9.9,26.262626262626267,-7.725289145228718,13.009198423127465
martynas andriuskevicius,0,0,0,0,0,0,0,0,0,0,0
travis best,25.714285714285715,74.57142857142857,34.48275862068966,25.142857142857142,72.42857142857143,34.714003944773175,0.5714285714285714,2.142857142857143,26.666666666666668,-8.047337278106507,2.8735632183908044
steve novak,52.27272727272727,121.54545454545455,43.00673148840688,45.09090909090909,104.54545454545455,43.130434782608695,7.181818181818182,17,42.24598930481283,-0.8844454777958646,13.986537023186237
gani lawal,0,0,0,0,0,0,0,0,0,0,0
anthony miller,0,0.125,0,0,0.125,0,0,0,0,0,-1
michael bradley,0.4,2.8,14.285714285714288,0.4,2.8,14.285714285714288,0,0,0,-14.285714285714288,-1
mindaugas kuzminskas,54,168,32.142857142857146,47,146,32.19178082191781,7,22,31.818181818181817,-0.3735990037359933,13.095238095238097
julius hodge,0,0,0,0,0,0,0,0,0,0,0
jason thompson,0.75,5.25,14.285714285714285,0.625,5,12.5,0.125,0.25,50,37.5,4.761904761904762
donny marshall,0.4,1.6,25,0.4,1.6,25,0,0,0,-25,-1
rick hughes,0,1,0,0,1,0,0,0,0,0,-1
chris singleton,19.333333333333332,60.666666666666664,31.868131868131865,18.666666666666668,57,32.74853801169591,0.6666666666666666,3.6666666666666665,18.181818181818183,-14.56671982987773,6.043956043956044
cj wilcox,6.333333333333333,19,33.33333333333333,5.666666666666667,17,33.333333333333336,0.6666666666666666,2,33.33333333333333,-7.105427357601002e-15,10.526315789473683
kelly oubre jr.,39.5,133.5,29.588014981273407,37,126.5,29.249011857707508,2.5,7,35.714285714285715,6.465273856578207,5.2434456928838955
pierre jackson,3,11,27.27272727272727,3,11,27.27272727272727,0,0,0,-27.27272727272727,-1
hakeem olajuwon,0.4444444444444444,2,22.22222222222222,0.4444444444444444,2,22.22222222222222,0,0,0,-22.22222222222222,-1
khalid reeves,0.1111111111111111,0.6666666666666666,16.666666666666664,0.1111111111111111,0.6666666666666666,16.666666666666664,0,0,0,-16.666666666666664,-1
dennis horner,0,1,0,0,1,0,0,0,0,0,-1
justin dentmon,1,7,14.285714285714285,1,7,14.285714285714285,0,0,0,-14.285714285714285,-1
tyler honeycutt,0.5,2.5,20,0.5,2.5,20,0,0,0,-20,-1
greg oden,0,0,0,0,0,0,0,0,0,0,0
nate mcmillan,0,0,0,0,0,0,0,0,0,0,0
drew gooden,6.285714285714286,24.428571428571427,25.730994152046783,6.071428571428571,23.571428571428573,25.757575757575758,0.21428571428571427,0.8571428571428571,25,-0.7575757575757578,3.508771929824561
leandro barbosa,70.57142857142857,182.57142857142858,38.654147104851326,63.785714285714285,165.35714285714286,38.57451403887689,6.785714285714286,17.214285714285715,39.41908713692946,0.844573098052571,9.428794992175273
jan vesely,0,0.6666666666666666,0,0,0.6666666666666666,0,0,0,0,0,-1
kim english,14,50,28.000000000000004,10,45,22.22222222222222,4,5,80,57.77777777777778,10
cory carr,5,30,16.666666666666664,5,30,16.666666666666664,0,0,0,-16.666666666666664,-1
keith askins,1.3333333333333333,4.833333333333333,27.586206896551722,1.3333333333333333,4.666666666666667,28.57142857142857,0,0.16666666666666666,0,-28.57142857142857,3.4482758620689653
robert whaley,0,0,0,0,0,0,0,0,0,0,0
efthimios rentzias,4,8,50,4,8,50,0,0,0,-50,-1
ime udoka,31.142857142857142,87.42857142857143,35.62091503267974,29.714285714285715,82.42857142857143,36.04852686308492,1.4285714285714286,5,28.57142857142857,-7.477098291656354,5.718954248366013
shaun livingston,1.0833333333333333,5.5,19.696969696969695,1.0833333333333333,5.5,19.696969696969695,0,0,0,-19.696969696969695,-1
byron scott,0,0,0,0,0,0,0,0,0,0,0
greg stiemsma,0,0.25,0,0,0.25,0,0,0,0,0,-1
nick johnson,5,21,23.809523809523807,4,19,21.052631578947366,1,2,50,28.947368421052634,9.523809523809524
lorenzo williams,0,0,0,0,0,0,0,0,0,0,0
ryan robertson,0,2,0,0,2,0,0,0,0,0,-1
chris jefferies,17.5,48,36.45833333333333,16.5,44,37.5,1,4,25,-12.5,8.333333333333332
chris mccray,0,0,0,0,0,0,0,0,0,0,0
pepe sanchez,0,0.5,0,0,0.5,0,0,0,0,0,-1
alan anderson,41.375,120.375,34.3717549325026,37.125,108.125,34.335260115606935,4.25,12.25,34.69387755102041,0.35861743541347124,10.176531671858775
wayne ellington,75.125,199.375,37.68025078369906,67.75,176.75,38.330975954738335,7.375,22.625,32.59668508287293,-5.734290871865404,11.347962382445141
clifford rozier,0,0,0,0,0,0,0,0,0,0,0
donald sloan,19.6,63.2,31.0126582278481,18.4,60.8,30.263157894736842,1.2,2.4,50,19.736842105263158,3.797468354430379
michael olowokandi,0,0,0,0,0,0,0,0,0,0,0
chucky atkins,84.9090909090909,233.1818181818182,36.41325536062378,74.36363636363636,205.8181818181818,36.130742049469966,10.545454545454545,27.363636363636363,38.538205980066444,2.407463930596478,11.734892787524366
sundiata gaines,14.666666666666666,48.666666666666664,30.136986301369863,14.333333333333334,46.333333333333336,30.935251798561154,0.3333333333333333,2.3333333333333335,14.285714285714285,-16.64953751284687,4.794520547945206
wesley johnson,75.57142857142857,224.28571428571428,33.69426751592356,68.71428571428571,206.71428571428572,33.24118866620594,6.857142857142857,17.571428571428573,39.02439024390244,5.783201577696495,7.8343949044586
lebron james,104.78571428571429,306.7857142857143,34.15599534342258,89.78571428571429,262.14285714285717,34.25068119891008,15,44.642857142857146,33.599999999999994,-0.6506811989100854,14.551804423748546
trey johnson,0.3333333333333333,1,33.33333333333333,0.3333333333333333,1,33.33333333333333,0,0,0,-33.33333333333333,-1
andray blatche,5.777777777777778,24.333333333333332,23.744292237442924,5.777777777777778,23.88888888888889,24.186046511627907,0,0.4444444444444444,0,-24.186046511627907,1.82648401826484
jj redick,115.54545454545455,278.54545454545456,41.48172323759791,101,243.54545454545453,41.47069802164987,14.545454545454545,35,41.55844155844156,0.08774353679168456,12.565274151436032
richard dumas,0,0,0,0,0,0,0,0,0,0,0
tiago splitter,0.2857142857142857,2,14.285714285714285,0.2857142857142857,2,14.285714285714285,0,0,0,-14.285714285714285,-1
george zidek,0,0,0,0,0,0,0,0,0,0,0
jim mcilvaine,0,0,0,0,0,0,0,0,0,0,0
sean lampley,0,2,0,0,2,0,0,0,0,0,-1
maurice ager,2.75,11,25,2.5,10.75,23.25581395348837,0.25,0.25,100,76.74418604651163,2.272727272727273
tobias harris,58,174.83333333333334,33.17445185891325,55,165.5,33.23262839879154,3,9.333333333333334,32.14285714285714,-1.0897712559344015,5.338417540514776
yaroslav korolev,1.5,6,25,1.5,6,25,0,0,0,-25,-1
mark bryant,0,0.1,0,0,0.1,0,0,0,0,0,-1
alex abrines,94,247,38.05668016194332,76,214,35.51401869158878,18,33,54.54545454545454,19.03143585386576,13.360323886639677
coby karl,3,12,25,2.5,11.5,21.73913043478261,0.5,0.5,100,78.26086956521739,4.166666666666666
will barton,48.2,148.6,32.43606998654106,43.2,134.4,32.142857142857146,5,14.2,35.21126760563381,3.0684104627766615,9.555854643337819
kris dunn,21,73,28.767123287671232,20,71,28.169014084507044,1,2,50,21.830985915492956,2.73972602739726
andre miller,11.352941176470589,52.23529411764706,21.734234234234233,11.235294117647058,50.94117647058823,22.0554272517321,0.11764705882352941,1.2941176470588236,9.09090909090909,-12.964518160823012,2.4774774774774775
jackie butler,0,0,0,0,0,0,0,0,0,0,0
carlos boozer,0.07692307692307693,1.0769230769230769,7.142857142857144,0.07692307692307693,1.0769230769230769,7.142857142857144,0,0,0,-7.142857142857144,-1
dorell wright,56.09090909090909,153.72727272727272,36.48728562980486,49.54545454545455,135.63636363636363,36.52815013404826,6.545454545454546,18.09090909090909,36.18090452261307,-0.3472456114351914,11.768184506209343
cartier martin,31.142857142857142,83.71428571428571,37.201365187713314,27.428571428571427,74.85714285714286,36.6412213740458,3.7142857142857144,8.857142857142858,41.935483870967744,5.294262496921945,10.580204778156999
sim bhullar,0,0,0,0,0,0,0,0,0,0,0
cameron payne,31.5,98.5,31.979695431472084,27.5,87,31.60919540229885,4,11.5,34.78260869565217,3.1734132933533203,11.6751269035533
bonzi wells,22.3,68.3,32.65007320644217,20.9,64.7,32.30293663060278,1.4,3.6,38.888888888888886,6.585952258286106,5.27086383601757
sam mitchell,3.4545454545454546,12.636363636363637,27.33812949640288,3.4545454545454546,12.363636363636363,27.941176470588236,0,0.2727272727272727,0,-27.941176470588236,2.158273381294964
dewayne dedmon,0,0.25,0,0,0.25,0,0,0,0,0,-1
william avery,13.333333333333334,52.333333333333336,25.477707006369428,12.333333333333334,48.333333333333336,25.517241379310345,1,4,25,-0.5172413793103452,7.643312101910828
chris wright,0,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,-1
